"id","course_id","banner_name","image_name","show_syllabus","show_enroll_now","show_refund_policy","show_enroll_close_date","show_free_download","status","banner_type","use_as_listing","banner_listing","added_date","modified_date","infographic_value","banner_tagline","show_banner_tagline","show_banner_share","banner_sub_desc","show_sub_desc","show_banner_phone","banner_phone","show_counselling_call","show_new_theme"
"114","113","Banner","57cbafa2ed8bf62754f952ca1f99228c.jpg","N","Y","Y","Y","N","A","primary",NULL,"701a27b24991d22095a157b623a20d3a.jpg","2020-11-05 11:39:45","2021-05-05 13:05:44",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"115","116","Banner","cf1795bac12b718d65e14ebad3285e91.jpeg","N","Y","Y","N","N","A","primary",NULL,NULL,"2020-11-27 12:59:03","2020-11-27 19:11:58",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"116","117","Banner","3a99c1235ca323b943860233275f7167.jpeg","N","Y","Y","N","N","A","primary",NULL,NULL,"2020-12-08 13:02:57","2020-12-08 14:12:06",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"117","120","Banner","91cd199a6d82183d96e4900c44809994.jpg","Y","Y","Y","Y","Y","A","primary",NULL,NULL,"2020-12-24 17:13:52","2021-01-19 15:01:32",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"118","121","Banner","c39aaaa76dfaefd9f7598476055970e7.jpg","N","Y","N","Y","Y","A","primary",NULL,"337b73e96fd621f23917dd0782ca31cd.jpg","2021-01-26 10:58:38","2023-12-07 17:12:25","[{""infogra_key"":""I am key element 1"",""infogra_val"":""I am Value element 1"",""infogra_image"":""3dcompanylogodesign_1613562190.jpg""},{""infogra_key"":""I am key element 2"",""infogra_val"":""I am Value element 2"",""infogra_image"":""logo-2_1611645242.jpg""}]",,"N","N",,"N","N",,"N","Y"
"119","122","Banner","b4b9517e654a45da6a1bf3bb01d6b365.jpg","Y","Y","Y","Y","Y","A","primary",NULL,NULL,"2021-02-03 16:15:42","2021-02-03 17:02:43",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"120","123","Banner","b236af01b1616229d6d91b3bbd1953fc.jpeg","N","Y","Y","N","Y","A","primary",NULL,NULL,"2021-02-05 13:37:21","2021-02-05 14:02:19",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"121","124","Banner","0ea0a9e3cbdbd43a8fa86e694299de78.jpg","N","Y","Y","Y","Y","A","primary",NULL,,"2021-02-10 12:09:58","2024-11-01 12:11:10",NULL,,"N","Y",,"N","Y","+91 80474 86192","Y","Y"
"122","125","Banner",NULL,"N","N","N","N","Y","A",NULL,NULL,NULL,"2021-03-19 14:10:50",NULL,NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"123","126","Banner","f784753964dd4d8500e7d63e3276fe00.jpg","N","Y","Y","Y","Y","A","primary",NULL,,"2021-04-07 18:59:27","2024-11-01 12:11:09",NULL,"1000+ Learners Enrolled","Y","Y","  Learn the intricacies of Intellectual property Law and be proficient paralegals, cater to international clientele, and achieve a monthly income of USD 1000-3000 within six months.  ","Y","Y","+91 80474 86192","Y","Y"
"124","127","Banner","c9837d7fad27a053b9e25a5f0fa4e843.jpg","N","Y","Y","N","N","A","primary",NULL,NULL,"2021-04-08 16:21:27","2021-04-09 17:04:29",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"125","128","Banner","927e68edeef74ca1c0a5eea169acfcdf.jpg","N","Y","N","Y","N","A","primary",NULL,"2dfc12fd8dc0a13e5c7e079c9903dc88.jpg","2021-04-09 10:44:27","2021-04-10 11:04:19",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"126","129","Banner",NULL,"N","N","N","N","Y","A",NULL,NULL,NULL,"2021-04-10 11:36:22",NULL,NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"127","130","Banner","96d832671de3c7d86a495944bf66fbeb.jpg","Y","Y","N","Y","N","A","primary",NULL,"fb14c37d805317d201c85acc6c2a976a.jpg","2021-04-11 14:41:47","2021-04-11 16:04:30",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"128","131","Banner","e412c9da574188a06b54f06953e9cc2e.jpg","N","Y","Y","Y","Y","A","primary",NULL,,"2021-04-16 21:51:38","2024-01-23 15:01:40",NULL,"3000+  Learners Enrolled","Y","Y","Attain a thorough grasp of US Contract law and acquire practical skills needed to excel as proficient contract drafters and paralegals, cater to international clientele, and achieve a monthly income of USD 1000-3000 within six months. ","Y","Y"," +91 98186 78383 ","Y","Y"
"129","132","Banner","8a89263f7ababcd101fa07bbb4bff763.jpg","N","Y","Y","Y","Y","A","primary",NULL,,"2021-04-17 15:17:04","2024-11-01 12:11:50",NULL,"5000+ Learners Enrolled","Y","Y","  Gain the advanced skills and expertise necessary to navigate complex international business transactions with confidence and precision, & achieve a income upto USD 1000-3000 within 6 months.  ","Y","Y","+91 80474 86192","Y","Y"
"130","133","Banner","dc28440a88e712ed9cdbb03aca6afb67.jpg","N","Y","Y","Y","Y","A","primary",NULL,,"2021-04-24 19:47:13","2024-11-01 12:11:33",NULL,,"N","Y",,"N","Y","+91 80474 86192","Y","Y"
"131","134","Banner","034661062960a19b45406b8fe4c1c8c7.jpg","Y","Y","Y","N","N","A","primary",NULL,,"2021-04-26 12:45:28","2022-01-11 16:01:57",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"132","135","Banner","b20d1a53c977a7fa28b1a9a79faa95b3.jpg","N","Y","N","N","Y","A","primary",NULL,,"2021-05-19 16:21:49","2021-08-04 22:08:20",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"133","136","Banner","2fc704fdcaf31809b91229b0d86eecf1.jpg","Y","Y","Y","Y","N","A","primary",NULL,NULL,"2021-05-26 17:08:24","2021-05-26 17:05:22",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"134","137","Banner","6d1f080a9c3f03979e6f686bf2ed59d7.jpg","Y","Y","Y","Y","N","A","primary",NULL,NULL,"2021-05-27 19:46:59","2021-05-27 21:05:37",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"135","138","Banner",NULL,"N","N","N","N","Y","A",NULL,NULL,NULL,"2021-05-31 13:23:50",NULL,NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"136","139","Banner",NULL,"N","N","N","N","Y","A",NULL,NULL,NULL,"2021-06-08 18:53:48",NULL,NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"137","140","Banner","8abf3fe5d2aabab4ae06ff0231298a10.jpeg","N","Y","Y","Y","Y","A","primary",NULL,,"2021-06-11 20:48:24","2024-11-01 12:11:08",NULL,"1100+  Learners Enrolled","Y","Y","Acquire in-demand corporate law skills with global significance, cater to international clientele, and achieve a monthly income of USD 1000-3000 within six months","Y","Y","+91 80474 86192","Y","Y"
"138","141","Banner","63b1ca50eabe3d393d5cd6268b889017.jpg","N","Y","Y","Y","Y","A","primary",NULL,,"2021-06-25 19:42:03","2024-11-01 12:11:33",NULL,,"N","Y","Acquire in-demand technology law skills with global significance, cater to international clientele, and achieve a monthly income of USD 1000-3000 within six months ","Y","Y","+91 80474 86192","Y","Y"
"139","142","Banner","b226cb95f2955cbc2c503f3350ccda96.jpg","N","Y","Y","Y","Y","A","primary",NULL,,"2021-06-26 12:30:17","2024-11-01 12:11:10",NULL,"1300+  Learners Enrolled","Y","Y"," Acquire in-demand technology law skills with global significance, cater to international clientele, and achieve a monthly income of USD 1000-3000 within six months ","Y","Y","+91 80474 86192","Y","Y"
"140","143","Banner","65bd9de4ce0f28b8dbac4db95e42b45e.jpg","Y","Y","Y","Y","N","A","primary",NULL,,"2021-06-30 13:37:23","2023-05-04 15:05:04",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"141","144","Banner",NULL,"N","N","N","N","Y","A",NULL,NULL,NULL,"2021-06-30 15:05:12",NULL,NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"142","145","Banner","1d6c70ec988bf277d9a24f54b713219e.jpg","Y","Y","Y","Y","Y","A","primary",NULL,,"2021-06-30 15:30:52","2021-10-22 12:10:28",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"143","146","Banner",NULL,"N","N","N","N","Y","A",NULL,NULL,NULL,"2021-07-22 13:54:00",NULL,NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"144","147","Banner","04476d38bc39dc39c0f7f472712f2f3b.jpg","Y","Y","Y","Y","Y","A","primary",NULL,,"2021-07-24 13:45:35","2021-10-18 18:10:28",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"145","148","Banner","ea365bfd9f73f1c5fb304182835cd93e.jpg","Y","Y","Y","Y","Y","A","primary",NULL,,"2021-07-24 15:46:00","2021-10-18 18:10:56",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"146","149","Banner","1b681260043688736bb0c21b605c131a.png","N","Y","Y","Y","Y","A","primary",NULL,,"2021-07-24 17:05:55","2023-12-06 11:12:12",NULL,"1800+  Learners Enrolled","Y","Y"," Acquire essential law firm skills, from research to client management, in our comprehensive diploma course. Gain insights into various law firm practice areas, master practical legal skills, and learn to navigate real-life transactions and court matters effectivelly.  ","Y","Y","+91 98186 78383 ","Y","Y"
"147","150","Banner","a46be6196d45bf7a27dd87a85a627b34.jpg","Y","Y","Y","Y","Y","A","primary",NULL,,"2021-07-25 17:10:13","2021-08-04 11:08:41",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"148","151","Banner","09d4a14977800e1051ac8e366212a6e4.jpg","N","Y","N","N","N","A","primary",NULL,,"2021-07-27 18:19:49","2021-08-02 19:08:35",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"149","152","Banner","45ec29eb8870285d9a5e6eaf36e39d52.jpg","Y","Y","Y","Y","Y","A","primary",NULL,,"2021-08-13 16:16:22","2021-10-18 18:10:59",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"150","153","Banner","cf2a9a5f235c0cf5278f562f34ea7e75.jpg","Y","Y","Y","Y","Y","A","primary",NULL,,"2021-08-14 11:25:18","2021-10-18 21:10:39",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"151","154","Banner","442ab95d6c416515020594a96c572d15.jpg","N","Y","Y","Y","Y","A","primary",NULL,,"2021-08-14 13:58:36","2024-11-01 12:11:52",NULL,"5400+  Learners Enrolled","Y","Y"," Gain comprehensive knowledge and skills, cater to international clientele, and achieve a monthly income of USD 1000-3000 within six months.  ","Y","Y","+91 80474 86192","Y","Y"
"152","155","Banner","05922f224a201d13b64239e2168566be.jpg","Y","Y","Y","Y","N","A","primary",NULL,,"2021-08-24 14:45:34","2021-08-24 15:08:41",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"153","156","Banner","1c833f75cc8dc17c588aa8a18dc951db.jpg","Y","Y","Y","Y","N","A","primary",NULL,,"2021-08-25 10:40:51","2021-08-25 11:08:18",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"154","157","Banner","fa2725b0a1a5a6223fc8776126e6c8e7.jpeg","Y","Y","Y","Y","N","A","primary",NULL,,"2021-08-27 14:51:54","2021-08-27 15:08:08",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"155","158","Banner","55ca4639af3ae851a96633ab0ea85766.jpg","N","Y","Y","Y","N","A","primary",NULL,"4a6bac5be04074208a9ec7c08580ce7d.jpg","2021-08-28 10:39:03","2022-07-14 23:07:17",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"156","159","Banner","c0e6988f0a2480323e06fa2e7806d2cb.jpg","N","Y","Y","Y","N","A","primary",NULL,"0623d581f1db0753f8ca6758242c9b9b.jpg","2021-08-28 14:22:18","2022-07-14 23:07:15",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"157","160","Banner","434e372edc135e56978c0b3a9e445f5d.jpg","Y","Y","Y","Y","Y","A","primary",NULL,,"2021-08-28 15:40:35","2021-10-18 16:10:56",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"158","161","Banner","1a43538b1f438eed7d9b7b8f61240df5.jpg","N","Y","N","Y","Y","A","primary",NULL,,"2021-08-28 16:46:45","2024-01-29 16:01:30",NULL,,"N","N",,"N","N",,"N","N"
"159","162","Banner","9c4e9077a0c89b397bfd5ba3f00c717e.jpg","N","Y","N","Y","Y","A","primary",NULL,,"2021-08-28 17:56:09","2022-07-01 18:07:47",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"160","163","Banner","e6f7e9b00a19898e9d3a2fbfc97baf56.jpg","N","Y","N","Y","N","A","primary",NULL,,"2021-08-28 19:25:25","2022-01-11 15:01:30",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"161","164","Banner","b78a17a3761949508fd2c71a9fc0c19c.jpg","N","Y","Y","N","N","A","primary",NULL,,"2021-09-06 14:47:52","2021-09-06 15:09:08",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"162","165","Banner","00e59a9c8f21515ae53c63e934c5c2e3.jpeg","N","Y","Y","Y","N","A","primary",NULL,,"2021-09-11 12:29:01","2021-09-11 12:09:41",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"163","166","Banner","cdc71a8a9958a238c95b433ba29772e7.jpg","N","Y","Y","Y","Y","A","primary",NULL,,"2021-10-08 15:35:41","2024-11-01 12:11:24",NULL,"1000+ Learners Enrolled","Y","Y"," Gain a competetive edge in providing comprehensive advisory
              services and compliance support in today's legal business,
              cater to international clientele, and achieve a monthly income of
              USD 1000-3000 within six months. ","Y","Y","+91 80474 86192","Y","Y"
"164","167","Banner","a6b10646c7090b0ed4857bff20ea8905.jpg","N","Y","N","Y","N","A","primary",NULL,,"2021-10-14 17:43:47","2021-10-15 14:10:14",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"165","168","Banner","4dd673956764129c13eec6502ae4ec66.jpg","N","Y","Y","Y","Y","A","primary",NULL,"152ca196cf7a15705c964ff6cb4180ce.jpg","2021-11-26 09:55:43","2024-11-01 12:11:57",NULL,,"N","Y",,"N","Y","+91 80474 86192","Y","Y"
"166","169","Banner","8903263e7cad4aa8cbae140f86b61324.jpeg","Y","Y","Y","Y","Y","A","primary",NULL,,"2021-12-03 11:20:42","2023-11-30 11:11:24",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"167","170","Banner","21c272a5c4125fb3b7489f57ae3ebd94.jpg","N","Y","N","Y","N","A","primary",NULL,,"2021-12-03 13:48:57","2021-12-03 14:12:39",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"168","171","Banner","810b141e0f6ab2d955ba18b3f85bb402.jpg","N","Y","N","Y","N","A","primary",NULL,,"2022-01-05 13:12:22","2022-01-05 13:01:30",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"169","172","Banner","953d1d2a36812ef6f48998257dae4703.jpg","N","Y","Y","Y","Y","A","primary",NULL,,"2022-01-07 17:24:54","2024-11-01 12:11:54",NULL,,"N","Y","Acquire valuable skills in tax law, a niche with high demand and limited competition, and position yourself for a successful, financially rewarding legal career.","Y","Y","+91 80474 86192","Y","Y"
"170","173","Banner","99153879344a4b3b5e7c38348edfa46d.jpg","Y","Y","Y","Y","N","A","primary",NULL,,"2022-01-13 16:36:52","2022-01-13 16:01:19",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"171","174","Banner","bc14e8aaf4d51f276ebeabcf3b9fdabb.jpg","N","Y","Y","Y","N","A","primary",NULL,,"2022-01-13 18:22:52","2024-11-01 12:11:22",NULL,"550+  Learners Enrolled","Y","Y",,"N","Y","+91 80474 86192","Y","Y"
"172","175","Banner","d9ac25b9c1369c669a97048935fee903.jpg","Y","Y","Y","Y","N","A","primary",NULL,,"2022-01-13 19:55:25","2022-01-13 20:01:04",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"173","176","Banner","a685592e48bfc54e356bd85fc8113e75.jpg","Y","Y","Y","Y","N","A","primary",NULL,,"2022-01-13 20:37:23","2022-01-13 20:01:59",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"174","177","Banner","850132c5eb609c55e2967e607adc14b4.jpg","Y","Y","Y","Y","N","A","primary",NULL,,"2022-01-13 21:25:08","2022-01-13 21:01:55",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"175","178","Banner","a2abce96ce558d1dfe02c5e0df54a19b.jpg","Y","Y","N","N","Y","A","primary",NULL,"0c0a8764aecf1ed043d74e7e06b96a72.jpg","2022-01-19 08:23:28","2022-02-17 08:02:38",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"176","179","Banner",NULL,"N","N","N","N","Y","A",NULL,NULL,NULL,"2022-01-31 12:23:50",NULL,NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"177","180","Banner","a5052b95f6b961e27133bdc02ed86055.jpg","N","Y","Y","Y","Y","A","primary",NULL,,"2022-02-18 19:17:25","2024-11-01 12:11:56",NULL,"900+ Learners Enrolled","Y","Y","Acquire the practical skills and knowledge essential for success in the field of arbitration, secure your path to becoming an arbitration expert, and excel in the world of dispute resolution.","Y","Y","+91 80474 86192","Y","Y"
"178","181","Banner","eceb5a022e264aba3c83e2cd5498272c.jpg","N","Y","Y","Y","Y","A","primary",NULL,,"2022-02-19 12:10:30","2024-11-01 12:11:39",NULL,"1000+ Learners Enrolled ","Y","Y"," Acquire comprehensive expertise in Supreme Court practice ranging from general practice directions to persuasive drafting and client counseling. Prepare for the AOR examinations for career advancement.   ","Y","Y","+91 80474 86192","Y","Y"
"179","182","Banner","0d0e25657161f6e218709ce5c6751316.jpeg","N","Y","Y","Y","Y","A","primary",NULL,,"2022-02-20 01:37:31","2024-11-01 12:11:44",NULL,"1000+ Learners Enrolled","Y","Y"," ","Y","Y","+91 80474 86192","Y","Y"
"180","183","Banner","acc9b1381ec222fa8149522bf6916191.jpeg","N","Y","N","Y","N","A","primary",NULL,,"2022-03-07 13:47:39","2022-03-07 14:03:21",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"181","184","Banner","3a57bd2c80e2bdba14308305dde02425.jpg","N","Y","N","N","N","A","primary",NULL,"d1e0b66a29bfb541c3c6cefa1473b892.jpg","2022-03-08 08:45:52","2022-03-08 12:03:40",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"182","185","Banner","d6585495394fe71e7f45c3fb28124bab.jpg","Y","Y","Y","Y","N","A","primary",NULL,,"2022-03-15 18:03:09","2022-03-15 19:03:32",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"183","186","Banner","69d2433ef3f214babb76ed85da382856.jpeg","Y","Y","Y","Y","N","A","primary",NULL,,"2022-03-25 19:58:45","2022-03-25 20:03:59",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"184","187","Banner","38712f10711a2278f70b8da8e8533e94.jpg","N","Y","N","Y","N","A","primary",NULL,,"2022-05-13 11:26:13","2022-05-13 12:05:42",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"185","188","Banner",NULL,"N","N","N","N","Y","A",NULL,NULL,NULL,"2022-06-09 14:15:32",NULL,NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"186","189","Banner","e791b4c7b9bc5f6361250b3985aa7e68.jpg","Y","Y","Y","Y","N","A","primary",NULL,,"2022-06-18 13:31:36","2022-06-18 14:06:26",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"187","190","Banner","e465507b1f65ae7fd3182c7d36458457.jpg","N","Y","N","Y","N","A","primary",NULL,,"2022-07-01 12:01:28","2022-07-01 12:07:39",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"188","191","Banner","6fcf640496a79ac302c98f3524f554d0.jpg","N","Y","Y","Y","Y","A","primary",NULL,,"2022-07-22 12:32:12","2024-11-01 12:11:10",NULL,,"N","Y",,"N","Y","+91 80474 86192","Y","Y"
"189","192","Banner","26beed7fca80e875fae0957d44436ae8.jpg","N","Y","Y","Y","Y","A","primary",NULL,,"2022-07-23 12:13:38","2022-07-23 13:07:33",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"190","193","Banner",NULL,"N","N","N","N","Y","A",NULL,NULL,NULL,"2022-08-29 13:04:17",NULL,NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"191","194","Banner",NULL,"N","N","N","N","Y","A",NULL,NULL,NULL,"2022-09-13 12:03:00",NULL,NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"192","195","Banner","f0d278913f8edb21653e3d825156a1a2.jpg","N","Y","Y","Y","N","A","primary",NULL,,"2022-09-25 12:22:03","2025-03-25 17:03:21",NULL,"1000+ Learners Enrolled","Y","Y","  Gain expertise in navigating the Complex landscape of US tax regulations and Compliance, cater to international clientele, and achieve a monthly income of USD 1000-3000 within six months.  ","Y","Y","+91 80474 86192","Y","Y"
"193","196","Banner","f884ed8f2401467cc11506145049a2e2.jpeg","N","Y","N","Y","Y","A","primary",NULL,,"2022-11-21 15:28:30","2022-11-23 12:11:01",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
"194","197","Banner","d59cda4f7d94d66f45f1e1a2a930a1eb.jpg","N","Y","N","Y","Y","A","primary",NULL,,"2022-11-21 21:23:46","2022-11-23 12:11:00",NULL,NULL,"N","N",NULL,"N","N",NULL,"N","N"
